,Epoch,Iteration,Accuracy,Top3,Prediction,Target
0,4,366.0,0.625,0.875,[3 2 1 0 9 5 0 4],"tensor([9, 8, 1, 0, 9, 5, 5, 4])"
0,4,367.0,0.375,0.75,[8 5 6 2 4 6 7 8],"tensor([1, 6, 6, 3, 4, 5, 7, 2])"
0,4,368.0,0.25,0.375,[4 6 5 7 1 3 9 9],"tensor([1, 1, 8, 7, 1, 8, 1, 3])"
0,4,369.0,0.25,0.375,[8 3 4 5 8 2 4 5],"tensor([8, 7, 9, 6, 1, 8, 4, 6])"
0,4,370.0,0.625,0.625,[5 3 7 4 7 0 5 0],"tensor([8, 3, 7, 1, 7, 0, 7, 0])"
0,4,371.0,0.375,0.5,[5 9 6 5 5 7 9 0],"tensor([5, 9, 5, 9, 0, 7, 3, 1])"
0,4,372.0,0.25,0.375,[3 8 3 6 2 1 5 0],"tensor([5, 1, 9, 5, 7, 1, 0, 0])"
0,4,373.0,0.25,0.75,[1 9 3 5 2 0 1 8],"tensor([1, 1, 5, 0, 7, 4, 1, 0])"
0,4,374.0,0.875,1.0,[1 9 5 9 2 7 1 6],"tensor([1, 9, 5, 9, 7, 7, 1, 6])"
0,4,375.0,0.25,0.75,[3 8 6 6 2 7 0 1],"tensor([4, 9, 6, 1, 7, 3, 7, 1])"
0,4,376.0,0.25,0.625,[6 8 6 8 1 3 3 9],"tensor([1, 0, 4, 1, 1, 8, 8, 9])"
0,4,377.0,0.5,0.5,[1 7 3 2 6 5 6 5],"tensor([1, 7, 7, 2, 0, 7, 6, 7])"
0,4,378.0,0.5,0.75,[7 8 0 3 1 7 9 0],"tensor([8, 0, 4, 3, 1, 7, 9, 4])"
0,4,379.0,0.125,0.25,[6 0 6 9 9 9 7 8],"tensor([1, 0, 5, 2, 7, 3, 8, 2])"
0,4,380.0,0.25,0.5,[9 8 7 0 5 2 3 6],"tensor([7, 8, 7, 7, 8, 7, 7, 5])"
0,4,381.0,0.125,0.375,[4 0 0 5 4 4 3 7],"tensor([2, 4, 9, 5, 9, 9, 1, 8])"
0,4,382.0,0.25,0.25,[1 5 6 9 5 7 5 8],"tensor([1, 6, 5, 1, 6, 7, 4, 1])"
0,4,383.0,0.5,0.625,[1 1 5 7 5 1 3 1],"tensor([1, 1, 2, 1, 6, 1, 6, 1])"
0,4,384.0,0.25,0.75,[1 7 3 1 2 2 9 3],"tensor([1, 7, 4, 0, 4, 9, 1, 7])"
0,4,385.0,0.375,0.75,[4 3 1 8 6 5 7 2],"tensor([8, 3, 1, 2, 5, 5, 2, 7])"
0,4,386.0,0.25,0.5,[8 0 7 8 3 6 0 7],"tensor([3, 1, 8, 8, 9, 1, 4, 7])"
0,4,387.0,0.25,0.625,[0 4 2 6 1 0 2 2],"tensor([9, 4, 7, 1, 1, 9, 7, 8])"
0,4,388.0,0.25,0.375,[4 4 5 5 3 1 0 0],"tensor([4, 9, 6, 0, 8, 1, 9, 4])"
0,4,389.0,0.125,0.75,[5 8 5 6 3 3 4 0],"tensor([3, 2, 0, 4, 4, 8, 4, 2])"
0,4,390.0,0.25,0.625,[7 5 5 3 1 9 4 0],"tensor([9, 6, 5, 3, 6, 1, 0, 4])"
0,4,391.0,0.375,0.75,[3 0 2 0 6 1 2 3],"tensor([8, 0, 8, 9, 4, 1, 2, 8])"
0,4,392.0,0.125,0.25,[5 4 9 1 9 8 3 9],"tensor([8, 1, 3, 1, 1, 0, 4, 1])"
0,4,393.0,0.625,0.75,[6 9 1 7 7 2 7 0],"tensor([5, 9, 1, 7, 7, 8, 7, 4])"
0,4,394.0,0.375,0.5,[6 1 8 7 4 3 1 7],"tensor([1, 1, 8, 8, 1, 4, 1, 8])"
0,4,395.0,0.375,0.625,[8 2 0 0 0 4 0 1],"tensor([5, 8, 0, 0, 9, 9, 9, 1])"
0,4,396.0,0.625,0.875,[4 9 2 5 1 6 7 1],"tensor([4, 9, 8, 5, 1, 5, 9, 1])"
0,4,397.0,0.25,0.625,[6 1 4 8 2 7 2 3],"tensor([1, 1, 4, 2, 7, 1, 3, 1])"
0,4,398.0,0.5,0.75,[7 3 2 7 7 2 9 2],"tensor([7, 1, 8, 8, 3, 2, 9, 2])"
0,4,399.0,0.25,0.75,[1 1 0 6 7 3 5 2],"tensor([0, 1, 4, 4, 7, 1, 7, 1])"
0,4,400.0,0.375,0.625,[0 5 1 8 7 2 0 1],"tensor([6, 3, 1, 1, 7, 1, 4, 1])"
0,4,401.0,0.375,0.5,[4 0 6 6 4 1 9 8],"tensor([7, 0, 1, 4, 9, 1, 9, 2])"
0,4,402.0,0.125,0.5,[4 0 6 8 6 1 1 3],"tensor([8, 4, 0, 0, 1, 1, 0, 6])"
0,4,403.0,0.25,0.625,[4 2 8 8 5 2 9 9],"tensor([4, 3, 2, 1, 5, 8, 3, 8])"
0,4,404.0,0.625,0.875,[7 7 9 8 4 7 1 0],"tensor([7, 7, 9, 1, 9, 1, 1, 0])"
0,4,405.0,0.375,0.875,[2 7 9 2 2 0 7 1],"tensor([6, 7, 9, 7, 8, 6, 1, 1])"
0,4,406.0,0.25,0.5,[6 7 2 9 8 9 7 2],"tensor([1, 7, 8, 8, 5, 3, 7, 7])"
0,4,407.0,0.125,0.375,[4 3 4 3 7 4 5 3],"tensor([9, 6, 1, 8, 7, 8, 6, 4])"
0,4,408.0,0.5,0.75,[0 5 3 7 1 0 5 6],"tensor([0, 0, 8, 7, 1, 4, 5, 5])"
0,4,409.0,0.375,0.625,[4 5 2 7 9 9 3 7],"tensor([9, 6, 1, 7, 3, 8, 3, 7])"
0,4,410.0,0.625,0.875,[3 2 2 2 7 5 3 8],"tensor([3, 8, 2, 2, 7, 5, 1, 0])"
0,4,411.0,0.125,0.25,[7 8 4 9 5 3 4 0],"tensor([7, 0, 9, 0, 2, 7, 9, 7])"
0,4,412.0,0.375,0.625,[8 0 3 9 2 0 5 7],"tensor([1, 4, 8, 1, 5, 0, 5, 7])"
0,4,413.0,0.25,0.25,[9 9 0 6 0 6 7 3],"tensor([8, 1, 4, 5, 0, 5, 7, 7])"
0,4,414.0,0.25,0.625,[3 7 4 9 5 8 8 7],"tensor([1, 1, 4, 1, 6, 0, 0, 7])"
0,4,415.0,0.375,0.5,[5 5 6 9 1 0 0 7],"tensor([8, 2, 5, 7, 0, 0, 0, 7])"
0,4,416.0,0.625,0.75,[1 9 2 9 7 4 3 9],"tensor([1, 9, 7, 7, 7, 4, 6, 9])"
0,4,417.0,0.375,0.75,[1 8 2 6 0 1 2 4],"tensor([1, 1, 7, 5, 0, 1, 8, 0])"
0,4,418.0,0.5,0.625,[6 7 3 5 9 7 7 8],"tensor([8, 7, 3, 5, 1, 7, 4, 1])"
0,4,419.0,0.625,0.625,[0 8 3 1 3 9 3 6],"tensor([0, 8, 7, 1, 3, 1, 3, 1])"
0,4,420.0,0.5,0.5,[4 5 6 7 8 3 4 1],"tensor([4, 5, 1, 7, 0, 0, 8, 1])"
0,4,421.0,0.375,0.625,[7 4 7 9 9 5 9 6],"tensor([1, 1, 1, 9, 9, 8, 9, 0])"
0,4,422.0,0.375,0.625,[3 5 1 3 9 5 2 9],"tensor([6, 6, 1, 7, 9, 7, 7, 9])"
0,4,423.0,0.375,0.5,[0 6 4 1 3 3 6 1],"tensor([2, 5, 1, 1, 8, 8, 6, 1])"
0,4,424.0,0.5,0.875,[4 5 4 8 3 8 4 0],"tensor([8, 5, 9, 8, 5, 2, 4, 0])"
0,4,425.0,0.5,0.625,[4 8 8 4 1 0 2 0],"tensor([9, 0, 0, 4, 1, 0, 9, 0])"
0,4,426.0,0.375,0.875,[9 7 0 6 6 7 1 2],"tensor([3, 7, 4, 5, 6, 7, 0, 4])"
0,4,427.0,0.5,0.75,[4 1 2 1 1 4 9 1],"tensor([7, 1, 7, 1, 1, 7, 1, 1])"
0,4,428.0,0.625,0.625,[9 1 4 6 1 4 6 1],"tensor([9, 1, 4, 5, 1, 1, 1, 1])"
0,4,429.0,0.375,0.375,[7 7 4 6 4 9 6 6],"tensor([7, 7, 4, 1, 9, 8, 1, 5])"
0,4,430.0,0.125,0.375,[5 4 5 7 8 2 1 4],"tensor([3, 1, 7, 4, 2, 5, 1, 9])"
0,4,431.0,0.625,0.875,[2 0 0 1 5 0 7 1],"tensor([4, 0, 4, 1, 5, 0, 7, 8])"
0,4,432.0,0.5,0.625,[3 5 7 7 6 5 8 4],"tensor([1, 5, 7, 7, 5, 3, 2, 4])"
0,4,433.0,0.375,0.625,[5 0 1 8 2 3 1 8],"tensor([0, 5, 1, 8, 8, 5, 1, 2])"
0,4,434.0,0.375,0.625,[5 0 2 8 9 1 1 0],"tensor([3, 0, 7, 2, 7, 1, 1, 4])"
0,4,435.0,0.375,0.75,[7 9 2 7 0 7 1 9],"tensor([7, 1, 2, 1, 6, 8, 8, 9])"
0,4,436.0,0.375,0.5,[4 8 1 9 8 3 3 6],"tensor([4, 0, 1, 3, 8, 7, 2, 5])"
0,4,437.0,0.375,0.5,[5 9 2 6 2 3 1 1],"tensor([5, 2, 7, 4, 7, 9, 1, 1])"
0,4,438.0,0.375,0.5,[6 0 1 4 6 1 8 6],"tensor([5, 9, 1, 9, 1, 1, 8, 4])"
0,4,439.0,0.25,0.375,[0 0 8 3 1 9 8 5],"tensor([1, 5, 0, 3, 1, 1, 0, 0])"
0,4,440.0,0.375,0.875,[5 1 2 8 4 2 2 9],"tensor([5, 1, 8, 5, 8, 2, 8, 5])"
0,4,441.0,0.375,0.5,[8 9 7 4 7 6 8 3],"tensor([0, 0, 7, 4, 7, 1, 0, 0])"
0,4,442.0,0.125,0.625,[8 1 4 4 2 5 9 7],"tensor([2, 8, 9, 0, 8, 2, 9, 3])"
0,4,443.0,0.5,0.625,[7 9 9 9 4 4 6 7],"tensor([7, 9, 1, 9, 4, 8, 5, 9])"
0,4,444.0,0.25,0.5,[9 5 6 1 7 6 7 8],"tensor([0, 5, 5, 8, 3, 0, 7, 5])"
0,4,445.0,0.375,0.5,[6 3 5 3 6 5 3 8],"tensor([5, 3, 6, 8, 6, 2, 3, 0])"
0,4,446.0,0.625,0.875,[2 7 6 5 2 7 1 8],"tensor([7, 7, 2, 5, 2, 7, 1, 2])"
0,4,447.0,0.375,0.875,[2 5 9 4 6 2 0 2],"tensor([7, 5, 9, 4, 1, 8, 4, 7])"
0,4,448.0,0.5,0.625,[0 0 2 3 3 1 3 7],"tensor([6, 5, 2, 8, 3, 1, 9, 7])"
0,4,449.0,0.625,0.875,[0 8 0 3 0 5 0 7],"tensor([4, 5, 0, 3, 5, 5, 0, 7])"
0,4,450.0,0.125,0.625,[7 1 5 1 0 2 7 2],"tensor([1, 8, 6, 7, 4, 8, 7, 4])"
0,4,451.0,0.125,0.75,[3 6 1 3 9 7 2 1],"tensor([4, 4, 0, 3, 1, 8, 4, 8])"
0,4,452.0,0.625,0.75,[2 3 3 7 1 5 1 5],"tensor([0, 8, 3, 1, 1, 5, 1, 5])"
0,4,453.0,0.5,0.625,[3 4 9 4 3 2 3 6],"tensor([3, 4, 0, 1, 3, 2, 2, 4])"
0,4,454.0,0.25,0.625,[2 4 5 7 3 6 3 1],"tensor([9, 9, 7, 1, 2, 6, 8, 1])"
0,4,455.0,0.375,0.5,[4 5 2 5 6 5 1 6],"tensor([4, 3, 2, 8, 5, 5, 8, 5])"
0,4,456.0,0.125,0.5,[4 0 6 2 4 8 6 6],"tensor([5, 0, 4, 7, 9, 9, 5, 5])"
0,4,457.0,0.25,0.5,[5 7 5 3 5 0 8 5],"tensor([6, 7, 2, 7, 0, 2, 8, 3])"
0,4,458.0,0.625,0.875,[6 8 2 9 6 8 7 1],"tensor([5, 2, 2, 9, 5, 8, 7, 1])"
0,4,459.0,0.375,0.625,[0 2 5 1 1 6 3 3],"tensor([0, 5, 5, 1, 8, 1, 8, 7])"
0,4,460.0,0.375,0.625,[0 3 5 5 4 8 9 6],"tensor([0, 3, 7, 7, 8, 5, 9, 5])"
0,4,461.0,0.375,0.625,[8 0 8 5 1 3 7 4],"tensor([6, 0, 7, 5, 1, 5, 1, 9])"
0,4,462.0,0.625,0.875,[9 1 4 6 2 1 4 4],"tensor([9, 1, 4, 3, 7, 1, 4, 9])"
0,4,463.0,0.375,0.375,[0 9 7 8 8 8 5 9],"tensor([0, 8, 7, 1, 2, 2, 0, 9])"
0,4,464.0,0.5,0.875,[2 0 1 8 4 5 0 4],"tensor([2, 6, 1, 1, 9, 5, 5, 4])"
0,4,465.0,0.375,0.75,[1 4 1 3 2 4 1 9],"tensor([1, 9, 0, 4, 5, 8, 1, 9])"
0,4,466.0,0.625,0.625,[4 6 1 4 7 3 9 8],"tensor([4, 2, 1, 4, 7, 5, 9, 1])"
0,4,467.0,0.25,0.5,[2 0 7 0 7 0 5 6],"tensor([7, 0, 1, 0, 3, 4, 1, 2])"
0,4,468.0,0.25,0.625,[8 0 3 2 7 9 3 9],"tensor([2, 4, 7, 7, 7, 8, 6, 9])"
0,4,469.0,0.25,0.375,[6 8 1 9 3 6 9 4],"tensor([6, 6, 1, 8, 7, 5, 2, 7])"
0,4,470.0,0.375,0.75,[0 0 5 6 9 1 3 2],"tensor([0, 6, 2, 1, 9, 1, 2, 3])"
0,4,471.0,0.375,0.75,[1 4 1 8 1 8 6 2],"tensor([1, 9, 1, 2, 1, 1, 8, 4])"
0,4,472.0,0.375,0.75,[0 9 4 0 7 4 2 5],"tensor([4, 3, 4, 0, 7, 9, 5, 0])"
0,4,473.0,0.625,0.875,[7 6 0 9 0 7 6 7],"tensor([7, 6, 5, 6, 0, 7, 5, 7])"
0,4,474.0,0.25,0.625,[8 7 9 6 0 7 2 2],"tensor([5, 7, 1, 5, 9, 7, 1, 8])"
0,4,475.0,0.125,0.625,[1 9 8 0 1 5 9 9],"tensor([5, 9, 6, 4, 0, 6, 7, 3])"
0,4,476.0,0.125,0.5,[4 7 4 5 8 2 0 8],"tensor([1, 1, 4, 6, 6, 7, 6, 0])"
0,4,477.0,0.75,0.875,[4 1 7 9 1 6 7 1],"tensor([4, 1, 7, 9, 1, 2, 7, 8])"
0,4,478.0,0.25,0.375,[8 0 3 8 1 9 9 9],"tensor([2, 2, 7, 8, 1, 1, 8, 1])"
0,4,479.0,0.375,0.625,[5 0 1 4 2 9 6 6],"tensor([1, 4, 1, 4, 7, 9, 2, 1])"
0,4,480.0,0.5,0.5,[6 3 5 5 1 2 7 6],"tensor([2, 1, 2, 5, 1, 2, 7, 1])"
0,4,481.0,0.625,0.75,[9 9 1 7 3 0 5 1],"tensor([8, 9, 1, 7, 1, 0, 7, 1])"
0,4,482.0,0.25,0.625,[6 0 6 4 2 5 0 2],"tensor([8, 4, 8, 1, 4, 5, 2, 2])"
0,4,483.0,0.0,0.375,[2 0 1 1 8 3 8 8],"tensor([8, 5, 8, 0, 6, 7, 3, 2])"
0,4,484.0,0.375,0.75,[0 5 8 4 8 7 5 3],"tensor([2, 5, 9, 8, 6, 7, 5, 7])"
0,4,485.0,0.625,0.875,[2 7 0 2 1 1 9 5],"tensor([2, 7, 5, 2, 1, 1, 1, 2])"
0,4,486.0,0.5,0.75,[1 3 3 9 8 0 1 6],"tensor([0, 7, 3, 0, 8, 0, 1, 5])"
0,4,487.0,0.25,0.875,[5 3 5 9 1 7 6 3],"tensor([7, 7, 2, 9, 0, 7, 4, 7])"
0,4,488.0,0.25,0.625,[1 4 2 6 5 3 2 6],"tensor([1, 8, 8, 1, 6, 3, 4, 0])"
0,4,489.0,0.375,0.625,[8 3 6 9 8 9 9 2],"tensor([1, 5, 2, 9, 1, 9, 1, 2])"
0,4,490.0,0.375,0.625,[6 6 6 4 1 7 1 6],"tensor([4, 1, 9, 8, 1, 7, 1, 4])"
0,4,491.0,0.75,0.875,[4 0 7 9 7 7 8 6],"tensor([9, 0, 7, 9, 7, 7, 0, 6])"
0,4,492.0,0.375,0.625,[4 8 3 1 0 3 7 9],"tensor([1, 2, 3, 1, 4, 5, 7, 6])"
0,4,493.0,0.75,0.75,[4 6 1 1 7 5 3 3],"tensor([4, 6, 1, 1, 7, 3, 3, 1])"
0,4,494.0,0.375,0.75,[0 7 6 1 2 1 7 8],"tensor([5, 7, 2, 1, 4, 8, 7, 2])"
0,4,495.0,0.5,0.75,[0 1 8 7 8 3 9 6],"tensor([0, 8, 8, 7, 8, 0, 1, 2])"
0,4,496.0,0.5,0.625,[6 5 9 4 3 4 8 1],"tensor([6, 5, 9, 4, 1, 8, 1, 8])"
0,4,497.0,0.25,0.625,[6 2 4 1 5 5 9 9],"tensor([1, 7, 8, 1, 6, 4, 1, 9])"
0,4,498.0,0.25,0.5,[0 5 8 8 6 1 0 2],"tensor([2, 3, 0, 7, 6, 8, 0, 8])"
0,4,499.0,0.375,0.5,[8 7 6 8 1 7 2 6],"tensor([5, 7, 5, 3, 1, 7, 8, 8])"
0,4,500.0,0.625,0.75,[2 9 3 1 2 5 3 2],"tensor([2, 9, 2, 8, 2, 5, 8, 2])"
0,5,1.0,0.625,0.75,[4 1 1 7 3 0 8 1],"tensor([4, 1, 8, 7, 3, 4, 1, 1])"
0,5,2.0,0.25,0.5,[1 6 0 5 5 3 2 3],"tensor([1, 4, 9, 8, 3, 5, 6, 3])"
0,5,3.0,0.125,0.125,[5 7 6 8 9 3 7 8],"tensor([2, 0, 1, 0, 8, 6, 7, 5])"
0,5,4.0,0.125,0.375,[6 4 8 2 0 2 4 6],"tensor([4, 9, 8, 6, 4, 7, 9, 1])"
0,5,5.0,0.5,0.875,[9 3 0 8 9 5 8 6],"tensor([1, 3, 2, 2, 3, 5, 8, 6])"
0,5,6.0,0.25,0.5,[4 1 9 1 3 5 2 6],"tensor([9, 1, 4, 1, 6, 7, 5, 1])"
0,5,7.0,0.25,0.75,[8 9 4 2 1 3 5 1],"tensor([1, 3, 1, 7, 1, 1, 7, 1])"
0,5,8.0,0.25,0.625,[2 6 6 3 4 9 4 4],"tensor([5, 5, 0, 6, 4, 1, 4, 9])"
0,5,9.0,0.75,0.75,[7 3 0 1 0 6 3 9],"tensor([7, 3, 0, 1, 0, 1, 3, 8])"
0,5,10.0,0.5,0.75,[6 2 5 2 0 6 7 3],"tensor([6, 7, 6, 7, 0, 2, 7, 3])"
0,5,11.0,0.5,0.625,[2 7 4 1 9 6 9 9],"tensor([7, 7, 4, 1, 9, 5, 8, 2])"
0,5,12.0,0.5,0.75,[1 6 1 8 7 8 9 0],"tensor([1, 8, 1, 8, 8, 2, 3, 0])"
0,5,13.0,0.375,0.75,[6 0 7 0 9 1 8 1],"tensor([1, 4, 4, 4, 9, 1, 2, 1])"
0,5,14.0,0.125,0.375,[8 6 6 2 2 7 3 8],"tensor([9, 5, 0, 8, 1, 7, 8, 6])"
0,5,15.0,0.625,1.0,[7 9 7 7 6 0 3 7],"tensor([7, 9, 7, 7, 5, 2, 6, 7])"
0,5,16.0,0.75,0.75,[4 0 4 1 7 7 2 3],"tensor([9, 0, 4, 1, 7, 7, 2, 8])"
0,5,17.0,0.5,0.625,[0 6 8 4 8 8 6 4],"tensor([0, 5, 6, 4, 8, 8, 1, 9])"
0,5,18.0,0.0,0.625,[2 4 1 5 6 1 8 1],"tensor([7, 9, 0, 7, 5, 0, 1, 8])"
0,5,19.0,0.5,0.625,[6 3 1 0 5 9 3 6],"tensor([6, 2, 1, 4, 0, 9, 3, 1])"
0,5,20.0,0.625,0.75,[0 6 2 2 9 7 4 6],"tensor([0, 5, 2, 8, 6, 7, 4, 6])"
0,5,21.0,0.5,0.75,[1 6 8 8 9 7 9 1],"tensor([8, 6, 1, 2, 9, 7, 8, 1])"
0,5,22.0,0.25,0.5,[0 4 2 8 1 5 8 7],"tensor([0, 4, 5, 6, 0, 0, 0, 9])"
0,5,23.0,0.375,0.625,[7 6 5 2 2 7 6 7],"tensor([7, 4, 9, 6, 5, 7, 5, 7])"
0,5,24.0,0.75,0.75,[5 4 4 2 4 2 6 1],"tensor([7, 4, 4, 2, 4, 2, 4, 1])"
0,5,25.0,0.25,0.5,[8 0 4 4 4 5 1 2],"tensor([2, 4, 4, 8, 4, 0, 0, 1])"
0,5,26.0,0.375,0.625,[4 2 4 2 4 1 1 5],"tensor([8, 1, 4, 7, 9, 6, 1, 5])"
0,5,27.0,0.25,0.75,[8 4 5 0 2 8 3 2],"tensor([2, 4, 6, 2, 7, 8, 5, 7])"
0,5,28.0,0.625,0.75,[5 4 5 0 0 1 8 6],"tensor([5, 4, 4, 0, 0, 1, 0, 5])"
0,5,29.0,0.25,0.5,[6 6 2 6 7 4 4 4],"tensor([5, 2, 7, 6, 6, 0, 4, 8])"
0,5,30.0,0.375,0.625,[3 9 0 4 9 9 0 3],"tensor([5, 9, 2, 4, 7, 9, 4, 7])"
0,5,31.0,0.25,0.375,[8 3 9 0 8 2 6 5],"tensor([8, 2, 1, 9, 0, 9, 5, 5])"
0,5,32.0,0.375,0.75,[1 1 0 1 8 1 2 7],"tensor([8, 1, 9, 8, 1, 1, 7, 7])"
0,5,33.0,0.375,0.625,[2 3 1 9 3 1 6 3],"tensor([4, 3, 1, 9, 5, 0, 1, 8])"
0,5,34.0,0.0,0.5,[6 0 3 2 2 3 2 2],"tensor([1, 2, 6, 8, 7, 8, 1, 7])"
0,5,35.0,0.25,0.5,[6 5 2 6 1 8 7 6],"tensor([3, 0, 2, 5, 1, 2, 0, 5])"
0,5,36.0,0.0,0.375,[5 9 5 9 2 1 8 2],"tensor([0, 1, 2, 8, 7, 8, 1, 7])"
0,5,37.0,0.25,0.75,[9 2 2 5 8 9 2 7],"tensor([6, 7, 2, 7, 7, 9, 7, 1])"
0,5,38.0,0.625,0.875,[9 5 9 2 4 1 8 0],"tensor([9, 5, 9, 2, 9, 8, 0, 0])"
0,5,39.0,0.375,0.75,[5 8 5 7 7 7 1 3],"tensor([8, 2, 2, 7, 7, 9, 1, 6])"
0,5,40.0,0.125,0.375,[0 9 3 6 9 8 5 4],"tensor([4, 6, 5, 5, 9, 5, 6, 8])"
0,5,41.0,0.125,0.5,[0 6 2 6 2 9 8 8],"tensor([0, 2, 4, 5, 7, 8, 6, 2])"
0,5,42.0,0.625,0.625,[5 6 0 2 6 4 9 0],"tensor([3, 6, 0, 2, 1, 4, 9, 2])"
0,5,43.0,0.625,0.75,[7 5 6 5 1 0 9 0],"tensor([7, 5, 4, 2, 1, 2, 9, 0])"
0,5,44.0,0.375,0.625,[1 1 7 0 2 9 8 1],"tensor([1, 1, 3, 2, 7, 9, 3, 8])"
0,5,45.0,0.125,0.5,[5 2 3 6 9 0 2 2],"tensor([1, 5, 8, 2, 9, 4, 7, 8])"
0,5,46.0,0.375,0.625,[4 9 1 7 4 7 1 0],"tensor([1, 2, 8, 7, 9, 7, 1, 7])"
0,5,47.0,0.375,0.625,[8 7 6 2 1 9 4 2],"tensor([2, 8, 8, 2, 8, 9, 9, 2])"
0,5,48.0,0.5,0.625,[0 7 2 5 9 7 9 1],"tensor([1, 7, 6, 2, 9, 7, 1, 1])"
0,5,49.0,0.125,0.5,[3 1 5 2 8 3 5 2],"tensor([3, 0, 8, 5, 5, 5, 3, 7])"
0,5,50.0,0.625,0.75,[4 7 3 6 7 9 4 1],"tensor([4, 7, 3, 1, 7, 1, 8, 1])"
0,5,51.0,0.5,0.875,[1 8 7 5 2 6 8 5],"tensor([1, 3, 7, 5, 8, 5, 2, 5])"
0,5,52.0,0.0,0.25,[6 6 6 8 4 2 0 9],"tensor([1, 5, 4, 2, 8, 7, 5, 1])"
0,5,53.0,0.25,0.625,[7 1 7 2 8 5 6 0],"tensor([9, 1, 1, 1, 6, 5, 1, 2])"
0,5,54.0,0.625,0.875,[3 4 3 0 9 2 1 8],"tensor([3, 4, 2, 4, 9, 9, 1, 8])"
0,5,55.0,0.375,0.375,[8 9 9 7 7 4 9 8],"tensor([1, 9, 8, 7, 7, 7, 7, 1])"
0,5,56.0,0.25,0.5,[4 9 5 8 5 0 9 3],"tensor([9, 1, 7, 6, 8, 0, 8, 3])"
0,5,57.0,0.25,0.625,[2 3 0 4 2 0 7 3],"tensor([1, 3, 4, 6, 5, 0, 1, 2])"
0,5,58.0,0.125,0.625,[5 5 4 5 3 1 4 1],"tensor([2, 5, 6, 9, 8, 8, 8, 0])"
0,5,59.0,0.375,0.625,[9 0 0 4 1 7 2 5],"tensor([9, 0, 4, 1, 8, 7, 8, 2])"
0,5,60.0,0.5,0.75,[8 1 0 2 3 5 1 0],"tensor([8, 8, 2, 7, 6, 5, 1, 0])"
0,5,61.0,0.25,0.625,[9 3 6 2 7 3 3 8],"tensor([8, 7, 0, 2, 7, 4, 6, 5])"
0,5,62.0,0.375,0.625,[0 7 9 2 1 2 1 2],"tensor([4, 7, 8, 2, 8, 7, 1, 5])"
0,5,63.0,0.5,0.75,[4 8 0 4 6 7 7 2],"tensor([4, 5, 7, 9, 6, 7, 7, 1])"
0,5,64.0,0.25,0.5,[4 5 8 5 4 6 3 7],"tensor([8, 5, 3, 5, 8, 0, 6, 9])"
0,5,65.0,0.25,0.375,[0 8 1 4 5 6 2 4],"tensor([9, 0, 1, 4, 8, 0, 1, 9])"
0,5,66.0,0.125,0.375,[3 5 2 3 4 7 8 6],"tensor([1, 6, 7, 3, 8, 9, 6, 1])"
0,5,67.0,0.25,0.5,[3 1 5 8 9 5 2 4],"tensor([3, 1, 6, 6, 1, 6, 7, 2])"
0,5,68.0,0.5,0.625,[3 8 2 9 7 1 8 1],"tensor([1, 8, 1, 2, 7, 1, 1, 1])"
0,5,69.0,0.125,0.5,[3 1 8 1 8 0 0 7],"tensor([5, 8, 1, 1, 1, 3, 4, 1])"
0,5,70.0,0.125,0.5,[7 2 8 6 5 6 8 5],"tensor([9, 5, 5, 5, 2, 5, 0, 5])"
0,5,71.0,0.625,0.75,[0 2 4 2 9 2 2 1],"tensor([0, 5, 9, 2, 9, 2, 1, 1])"
0,5,72.0,0.25,0.5,[4 1 2 6 8 7 8 4],"tensor([9, 1, 7, 5, 1, 8, 2, 4])"
0,5,73.0,0.25,0.625,[0 8 7 6 6 3 4 6],"tensor([5, 9, 7, 6, 5, 5, 8, 5])"
0,5,74.0,0.125,0.375,[3 2 6 6 7 9 4 6],"tensor([8, 3, 0, 0, 7, 6, 9, 0])"
0,5,75.0,0.25,0.5,[9 1 4 4 8 4 9 8],"tensor([9, 1, 0, 9, 7, 9, 7, 2])"
0,5,76.0,0.375,0.875,[4 6 6 2 2 5 1 2],"tensor([4, 0, 6, 9, 7, 5, 8, 7])"
0,5,77.0,0.0,0.375,[8 7 8 2 0 2 8 3],"tensor([2, 8, 3, 1, 5, 4, 5, 2])"
0,5,78.0,0.25,0.625,[4 5 2 8 7 6 2 9],"tensor([2, 9, 2, 4, 7, 8, 8, 8])"
0,5,79.0,0.125,0.25,[6 0 8 3 9 3 4 2],"tensor([5, 7, 0, 2, 0, 3, 8, 1])"
0,5,80.0,0.375,0.75,[9 1 8 5 1 2 4 8],"tensor([9, 0, 0, 6, 1, 0, 4, 1])"
0,5,81.0,0.375,0.625,[0 2 6 5 5 7 9 1],"tensor([0, 5, 2, 0, 5, 7, 8, 0])"
0,5,82.0,0.5,0.625,[9 3 4 2 7 4 3 1],"tensor([0, 3, 4, 7, 7, 4, 6, 8])"
0,5,83.0,0.25,0.875,[3 3 8 0 0 6 5 1],"tensor([1, 2, 2, 0, 3, 6, 7, 8])"
0,5,84.0,0.375,0.5,[7 4 5 3 9 3 0 0],"tensor([7, 4, 2, 2, 6, 8, 4, 0])"
0,5,85.0,0.5,0.75,[3 6 8 1 7 9 9 4],"tensor([2, 2, 1, 1, 7, 7, 9, 4])"
0,5,86.0,0.5,0.5,[4 3 6 7 5 8 9 6],"tensor([9, 3, 0, 7, 5, 3, 8, 6])"
